1	1
2	1
3	1
4	2
5	2
6	2
7	3
8	3
9	3
10	3
11	3
12	3
13	3
14	3
15	4
16	4
17	4
18	4
19	4
20	4
13	5
7	6
21	6
22	6
23	6
24	6
16	6
25	6
9	6
10	6
26	6
27	6
19	6
13	6
28	6
29	6
30	6
31	6
32	6
33	6
34	6
35	6
36	6
2	6
37	6
38	6
39	6
40	6
41	6
42	6
43	6
14	6
44	6
45	6
46	6
47	6
48	6
49	6
50	6
51	6
52	6
53	6
54	6
55	6
56	6
57	6
58	6
14	7
59	8
60	8
61	8
62	8
63	8
64	8
65	8
66	8
67	8
68	8
69	8
70	8
11	8
28	8
29	8
71	8
72	8
32	8
73	8
74	8
75	8
44	8
76	8
48	8
49	8
77	8
78	8
79	8
80	8
81	8
82	8
83	8
84	8
85	8
86	8
87	8
88	8
89	8
90	8
91	8
92	8
93	8
94	8
95	8
96	8
97	8
98	8
99	8
100	8
101	8
102	8
103	8
104	8
105	8
106	8
107	8
55	8
108	8
109	9
38	9
40	9
44	9
110	9
111	9
112	9
113	9
114	10
36	10
38	10
40	10
44	10
115	10
116	10
111	10
7	11
117	11
118	11
119	11
109	11
120	11
15	11
65	11
24	11
114	11
121	11
16	11
25	11
122	11
123	11
9	11
10	11
18	11
69	11
19	11
124	11
13	11
28	11
33	11
35	11
36	11
2	11
38	11
39	11
40	11
44	11
125	11
126	11
127	11
128	11
129	11
79	11
130	11
131	11
132	11
133	11
134	11
135	11
53	11
54	11
116	11
111	11
136	11
137	11
106	11
34	12
138	12
14	12
82	12
14	13
88	13
14	14
120	15
65	15
46	15
139	15
60	16
21	16
120	16
140	16
141	16
65	16
142	16
122	16
143	16
18	16
144	16
28	16
145	16
36	16
43	16
14	16
5	16
6	16
146	16
147	16
148	16
69	17
13	17
149	17
150	18
26	19
49	19
43	20
138	21
75	22
43	22
124	23
142	24
69	24
70	24
27	24
151	24
152	24
153	24
14	25
15	26
16	26
14	26
5	26
6	26
154	26
79	26
80	26
81	26
155	26
156	26
36	27
149	27
80	27
8	28
36	28
14	28
149	28
80	28
15	29
16	29
157	30
12	30
18	31
12	31
141	32
121	32
18	32
19	32
12	32
13	32
71	32
158	32
75	32
40	32
47	32
159	32
88	32
160	32
161	32
3	32
7	33
117	33
118	33
119	33
59	33
162	33
163	33
164	33
24	33
18	33
68	33
69	33
70	33
27	33
19	33
46	33
127	33
151	33
22	34
140	34
141	34
16	34
122	34
165	34
166	34
11	34
124	34
29	34
167	34
14	34
46	34
168	34
130	34
169	34
170	34
109	35
171	35
24	35
172	35
16	35
17	35
9	35
10	35
18	35
68	35
27	35
19	35
28	35
14	35
44	35
46	35
125	35
173	35
6	35
86	35
88	35
174	35
58	35
16	36
17	36
175	36
68	36
19	36
176	36
34	36
158	36
75	36
47	36
79	36
80	36
81	36
155	36
177	36
178	36
179	36
1	37
20	37
168	37
22	38
120	38
180	38
121	38
157	38
18	38
68	38
70	38
12	38
124	38
29	38
181	38
34	38
14	38
182	38
168	38
126	38
77	38
160	38
183	38
184	38
185	38
111	38
178	38
186	38
187	38
188	38
189	38
190	38
106	38
55	38
56	38
57	38
13	39
8	40
28	40
71	40
158	40
75	40
43	40
191	40
192	40
193	40
194	40
195	40
52	40
136	40
196	40
106	40
55	40
7	41
8	41
9	41
10	41
124	41
33	41
2	41
37	41
38	41
39	41
40	41
14	41
47	41
50	41
131	41
52	41
178	41
18	42
19	42
5	43
6	43
162	44
164	44
197	44
10	44
198	44
138	44
125	44
199	44
92	44
148	44
108	44
200	45
164	46
14	46
154	47
44	48
180	49
14	49
125	49
201	49
88	49
148	49
202	49
7	50
117	50
118	50
119	50
59	50
162	50
163	50
164	50
109	50
60	50
21	50
203	50
120	50
140	50
171	50
23	50
15	50
204	50
141	50
205	50
206	50
207	50
1	50
65	50
24	50
172	50
142	50
208	50
180	50
121	50
209	50
16	50
17	50
25	50
210	50
122	50
123	50
157	50
8	50
9	50
10	50
211	50
18	50
68	50
212	50
213	50
69	50
70	50
166	50
26	50
214	50
27	50
144	50
19	50
12	50
13	50
28	50
215	50
216	50
29	50
30	50
31	50
217	50
71	50
72	50
32	50
218	50
176	50
34	50
35	50
36	50
2	50
167	50
138	50
219	50
158	50
75	50
220	50
37	50
38	50
39	50
221	50
40	50
41	50
42	50
150	50
43	50
222	50
14	50
44	50
110	50
45	50
223	50
76	50
224	50
46	50
125	50
47	50
225	50
226	50
168	50
126	50
227	50
48	50
149	50
49	50
77	50
78	50
173	50
228	50
229	50
5	50
6	50
154	50
128	50
129	50
191	50
230	50
199	50
231	50
79	50
80	50
81	50
155	50
50	50
232	50
233	50
234	50
235	50
82	50
236	50
237	50
83	50
201	50
177	50
130	50
84	50
238	50
239	50
86	50
87	50
88	50
51	50
146	50
240	50
241	50
242	50
